Time	MypongaWtp.Cl(t)	MypongaFws.Cl(t)	MypongaFws.Cl(t-17)	CactusCyn.Temp(t-13)	AldingaRd.Cl(t)	AldingaRd.Cl(t-1)	AldingaRd.Cl(t-3)	AldingaRd.Cl(t-24)	AldingaRd.Cl(t-27)	AldingaRd.Cl(t-47)	AldingaRd.Cl(t+24)
2003-03-14 20	3.1	1.595833333	1.279166667	18.94166667	0.4625	0.479166667	0.526666667	0.470833333	0.6125	0.755	0.515
2003-03-14 21	3.12	1.61	1.3925	19.26666667	0.448333333	0.4625	0.5025	0.4425	0.5775	0.7625	0.529166667
2003-03-14 22	3.11	1.621666667	1.510833333	19.83333333	0.434166667	0.448333333	0.479166667	0.44	0.505	0.755833333	0.451666667
2003-03-14 23	3.225	1.658333333	1.5675	20.125	0.421666667	0.434166667	0.4625	0.448333333	0.470833333	0.7375	0.423333333
2003-03-15 00	3.085	1.693333333	1.665833333	20.59166667	0.405	0.421666667	0.448333333	0.454166667	0.4425	0.7175	0.428333333
2003-03-15 01	3.1225	1.686666667	1.6875	21.2	0.39	0.405	0.434166667	0.460833333	0.44	0.661666667	0.429166667
2003-03-15 02	3.13	1.695	1.5925	21.475	0.379166667	0.39	0.421666667	0.469166667	0.448333333	0.67	0.43
2003-03-15 03	3.1725	1.698333333	1.335	21.725	0.369166667	0.379166667	0.405	0.475833333	0.454166667	0.666666667	0.43
2003-03-15 04	3.2075	1.6925	1.409166667	21.88333333	0.36	0.369166667	0.39	0.480833333	0.460833333	0.655833333	0.43
2003-03-15 05	3.0975	1.698333333	1.435	21.9	0.36	0.36	0.379166667	0.493333333	0.469166667	0.646666667	0.43
2003-03-15 06	3.1725	1.6975	1.4975	21.66666667	0.36	0.36	0.369166667	0.515833333	0.475833333	0.644166667	0.436666667
2003-03-15 07	3.185	1.695833333	1.531666667	21.3	0.359166667	0.36	0.36	0.52	0.480833333	0.648333333	0.450833333
2003-03-15 08	3.075	1.690833333	1.576666667	20.48333333	0.3625	0.359166667	0.36	0.5175	0.493333333	0.645833333	0.42
2003-03-28 11	3.4025	2.156666667	2.1675	18.55833333	0.524166667	0.275	0.738333333	0.915833333	0.7475	0.834166667	0.583333333
2003-03-28 12	3.395	2.1925	2.1675	18.5	0.654166667	0.524166667	0.704166667	0.911666667	0.818333333	0.910833333	0.746666667
2003-03-28 13	3.4375	2.240833333	2.21	18.35833333	0.701666667	0.654166667	0.275	0.91	0.885833333	0.941666667	0.756666667
2003-03-28 14	3.3475	2.244166667	2.204166667	18.20833333	0.714166667	0.701666667	0.524166667	0.919166667	0.915833333	0.9675	0.755
2003-03-28 15	3.3775	2.229166667	2.135	17.975	0.710833333	0.714166667	0.654166667	0.915	0.911666667	0.970833333	0.746666667
2003-03-28 16	3.37	2.22	2.14	18.08333333	0.700833333	0.710833333	0.701666667	0.9125	0.91	0.9725	0.731666667
2003-03-28 17	3.37	2.239166667	2.096666667	18.03333333	0.688333333	0.700833333	0.714166667	0.91	0.919166667	0.943333333	0.716666667
2003-03-28 18	3.395	2.2725	2.046666667	17.975	0.671666667	0.688333333	0.710833333	0.905833333	0.915	0.9075	0.690833333
2003-03-28 19	3.455	2.309166667	1.988333333	17.90833333	0.595	0.671666667	0.700833333	0.899166667	0.9125	0.8675	0.63
2003-03-28 20	3.375	2.316666667	1.9425	17.86666667	0.605833333	0.595	0.688333333	0.841666667	0.91	0.81	0.629166667
2003-03-28 21	3.385	2.32	1.885833333	18.28333333	0.620833333	0.605833333	0.671666667	0.8575	0.905833333	0.815833333	0.65
2003-03-28 22	3.3775	2.273333333	1.989166667	19.08333333	0.62	0.620833333	0.595	0.843333333	0.899166667	0.795833333	0.65
2003-03-28 23	3.39	2.273333333	2.049166667	19.425	0.619166667	0.62	0.605833333	0.83	0.841666667	0.775833333	0.66
2003-03-29 00	3.4325	2.301666667	2.051666667	19.6	0.62	0.619166667	0.620833333	0.820833333	0.8575	0.76	0.6575
2003-03-29 01	3.4	2.325833333	2.0925	19.925	0.618333333	0.62	0.62	0.813333333	0.843333333	0.745	0.65
2003-03-29 02	3.485	2.3075	2.136666667	20.35833333	0.610833333	0.618333333	0.619166667	0.8025	0.83	0.7325	0.638333333
2003-03-29 03	3.395	2.198333333	2.196666667	20.40833333	0.599166667	0.610833333	0.62	0.7825	0.820833333	0.715833333	0.63
2003-03-29 04	3.38	2.130833333	2.156666667	20.45	0.590833333	0.599166667	0.618333333	0.768333333	0.813333333	0.7	0.624166667
2003-03-29 05	3.405	2.083333333	2.1925	20.94166667	0.586666667	0.590833333	0.610833333	0.756666667	0.8025	0.689166667	0.618333333
2003-03-29 06	3.365	2.0375	2.240833333	20.79166667	0.5875	0.586666667	0.599166667	0.745833333	0.7825	0.701666667	0.615833333
2003-03-29 07	3.4	2.1175	2.244166667	20.23333333	0.591666667	0.5875	0.590833333	0.735833333	0.768333333	0.7475	0.62
2003-03-29 08	3.53	2.17	2.229166667	19.21666667	0.616666667	0.591666667	0.586666667	0.738333333	0.756666667	0.818333333	0.633333333
2003-03-29 09	3.4	2.226666667	2.22	18.66666667	0.6575	0.616666667	0.5875	0.704166667	0.745833333	0.885833333	1.124166667
2003-03-29 10	3.425	2.264166667	2.239166667	18.28333333	0.679166667	0.6575	0.591666667	0.275	0.735833333	0.915833333	0.686666667
2003-03-29 11	3.4425	2.255	2.2725	18.04166667	0.708333333	0.679166667	0.616666667	0.524166667	0.738333333	0.911666667	0.738333333
2003-03-29 12	3.4525	2.2475	2.309166667	17.95833333	0.746666667	0.708333333	0.6575	0.654166667	0.704166667	0.91	0.798333333
2003-03-29 13	3.4	2.258333333	2.316666667	17.86666667	0.756666667	0.746666667	0.679166667	0.701666667	0.275	0.919166667	0.835
2003-03-29 14	3.315	2.223333333	2.32	17.53333333	0.755	0.756666667	0.708333333	0.714166667	0.524166667	0.915	0.846666667
2003-03-29 15	3.2325	2.231666667	2.273333333	17.45833333	0.746666667	0.755	0.746666667	0.710833333	0.654166667	0.9125	0.829166667
2003-03-29 16	3.1725	2.245	2.273333333	17.28333333	0.731666667	0.746666667	0.756666667	0.700833333	0.701666667	0.91	0.800833333
2003-03-29 17	3.18	2.265	2.301666667	17.4	0.716666667	0.731666667	0.755	0.688333333	0.714166667	0.905833333	0.7775
2003-03-29 18	3.16	2.26	2.325833333	17.39166667	0.690833333	0.716666667	0.746666667	0.671666667	0.710833333	0.899166667	0.733333333
2003-03-29 19	3.1325	2.290833333	2.3075	17.35833333	0.63	0.690833333	0.731666667	0.595	0.700833333	0.841666667	0.6575
2003-03-29 20	3.145	2.313333333	2.198333333	17.30833333	0.629166667	0.63	0.716666667	0.605833333	0.688333333	0.8575	0.685833333
2003-03-29 21	3.225	2.3375	2.130833333	17.89166667	0.65	0.629166667	0.690833333	0.620833333	0.671666667	0.843333333	0.686666667
2003-03-29 22	3.17	2.273333333	2.083333333	18.55833333	0.65	0.65	0.63	0.62	0.595	0.83	0.69
2003-03-29 23	3.1625	2.285833333	2.0375	19.025	0.66	0.65	0.629166667	0.619166667	0.605833333	0.820833333	0.69
2003-03-30 00	3.175	2.3275	2.1175	19.96666667	0.6575	0.66	0.65	0.62	0.620833333	0.813333333	0.683333333
2003-03-30 01	3.1825	2.3425	2.17	20.70833333	0.65	0.6575	0.65	0.618333333	0.62	0.8025	0.671666667
2003-03-30 02	3.0825	2.344166667	2.226666667	20.65	0.638333333	0.65	0.66	0.610833333	0.619166667	0.7825	0.6625
2003-03-30 03	3.195	2.346666667	2.264166667	21.06666667	0.63	0.638333333	0.6575	0.599166667	0.62	0.768333333	0.66
2003-03-30 04	3.1825	2.3075	2.255	21.55833333	0.624166667	0.63	0.65	0.590833333	0.618333333	0.756666667	0.654166667
2003-03-30 05	3.1475	2.2675	2.2475	21.60833333	0.618333333	0.624166667	0.638333333	0.586666667	0.610833333	0.745833333	0.658333333
2003-03-30 06	3.205	2.178333333	2.258333333	21.325	0.615833333	0.618333333	0.63	0.5875	0.599166667	0.735833333	0.659166667
2003-03-30 07	3.235	2.1025	2.223333333	20.23333333	0.62	0.615833333	0.624166667	0.591666667	0.590833333	0.738333333	0.675
2003-03-30 08	3.19	2.045833333	2.231666667	19.08333333	0.633333333	0.62	0.618333333	0.616666667	0.586666667	0.704166667	0.705
2003-03-30 09	3.2	1.9925	2.245	18.575	1.124166667	0.633333333	0.615833333	0.6575	0.5875	0.275	0.726666667
2003-03-30 10	3.3	1.951666667	2.265	18.25833333	0.686666667	1.124166667	0.62	0.679166667	0.591666667	0.524166667	0.7525
2003-03-30 11	3.1975	1.905833333	2.26	18.13333333	0.738333333	0.686666667	0.633333333	0.708333333	0.616666667	0.654166667	0.798333333
2003-03-30 12	3.18	2.058333333	2.290833333	18.025	0.798333333	0.738333333	1.124166667	0.746666667	0.6575	0.701666667	0.8
2003-03-30 13	3.1725	2.0825	2.313333333	17.85833333	0.835	0.798333333	0.686666667	0.756666667	0.679166667	0.714166667	0.795833333
2003-03-30 14	3.165	2.085833333	2.3375	17.55	0.846666667	0.835	0.738333333	0.755	0.708333333	0.710833333	0.775
2003-03-30 15	3.1225	2.033333333	2.273333333	17.41666667	0.829166667	0.846666667	0.798333333	0.746666667	0.746666667	0.700833333	0.770833333
2003-03-30 16	3.18	2.065	2.285833333	17.48333333	0.800833333	0.829166667	0.835	0.731666667	0.756666667	0.688333333	0.754166667
2003-03-30 17	3.175	2.103333333	2.3275	17.43333333	0.7775	0.800833333	0.846666667	0.716666667	0.755	0.671666667	0.77
2003-03-30 18	3.175	2.126666667	2.3425	17.4	0.733333333	0.7775	0.829166667	0.690833333	0.746666667	0.595	0.765833333
2003-03-30 19	3.1425	2.184166667	2.344166667	17.4	0.6575	0.733333333	0.800833333	0.63	0.731666667	0.605833333	0.74
2003-03-30 20	3.1625	2.210833333	2.346666667	17.28333333	0.685833333	0.6575	0.7775	0.629166667	0.716666667	0.620833333	0.690833333
2003-03-30 21	3.1275	2.215833333	2.3075	17.56666667	0.686666667	0.685833333	0.733333333	0.65	0.690833333	0.62	0.6225
2003-03-30 22	3.1425	2.225833333	2.2675	18.10833333	0.69	0.686666667	0.6575	0.65	0.63	0.619166667	0.646666667
2003-03-30 23	3.2375	2.256666667	2.178333333	18.575	0.69	0.69	0.685833333	0.66	0.629166667	0.62	0.6325
2003-03-31 00	3.1775	2.213333333	2.1025	19.11666667	0.683333333	0.69	0.686666667	0.6575	0.65	0.618333333	0.6225
2003-03-31 01	3.165	2.2225	2.045833333	19.64166667	0.671666667	0.683333333	0.69	0.65	0.65	0.610833333	0.619166667
2003-03-31 02	3.1325	2.121666667	1.9925	20.19166667	0.6625	0.671666667	0.69	0.638333333	0.66	0.599166667	0.6175
2003-03-31 03	3.15	2.061666667	1.951666667	20.775	0.66	0.6625	0.683333333	0.63	0.6575	0.590833333	0.616666667
2003-03-31 04	3.1775	2.0075	1.905833333	21.05833333	0.654166667	0.66	0.671666667	0.624166667	0.65	0.586666667	0.618333333
2003-03-31 05	3.19	1.971666667	2.058333333	20.7	0.658333333	0.654166667	0.6625	0.618333333	0.638333333	0.5875	0.618333333
2003-03-31 06	3.28	2.085833333	2.0825	20.09166667	0.659166667	0.658333333	0.66	0.615833333	0.63	0.591666667	0.63
2003-03-31 07	3.2425	2.1075	2.085833333	19.6	0.675	0.659166667	0.654166667	0.62	0.624166667	0.616666667	0.654166667
2003-03-31 08	3.1975	2.178333333	2.033333333	18.525	0.705	0.675	0.658333333	0.633333333	0.618333333	0.6575	0.675
2003-03-31 09	3.2175	2.1975	2.065	18.19166667	0.726666667	0.705	0.659166667	1.124166667	0.615833333	0.679166667	0.699166667
2003-03-31 10	3.21	2.161666667	2.103333333	17.9	0.7525	0.726666667	0.675	0.686666667	0.62	0.708333333	0.710833333
2003-03-31 11	3.2	2.184166667	2.126666667	17.75833333	0.798333333	0.7525	0.705	0.738333333	0.633333333	0.746666667	0.746666667
2003-03-31 12	3.35	2.22	2.184166667	17.65	0.8	0.798333333	0.726666667	0.798333333	1.124166667	0.756666667	0.7575
2003-03-31 13	3.2025	2.130833333	2.210833333	17.6	0.795833333	0.8	0.7525	0.835	0.686666667	0.755	0.77
2003-03-31 14	3.2075	2.046666667	2.215833333	17.375	0.775	0.795833333	0.798333333	0.846666667	0.738333333	0.746666667	0.7725
2003-03-31 15	3.1675	2.005	2.225833333	17.35	0.770833333	0.775	0.8	0.829166667	0.798333333	0.731666667	0.779166667
2003-03-31 16	3.205	1.974166667	2.256666667	17.21666667	0.754166667	0.770833333	0.795833333	0.800833333	0.835	0.716666667	0.773333333
2003-03-31 17	3.2025	1.945833333	2.213333333	17.23333333	0.77	0.754166667	0.775	0.7775	0.846666667	0.690833333	0.768333333
2003-03-31 18	3.27	1.925	2.2225	17.14166667	0.765833333	0.77	0.770833333	0.733333333	0.829166667	0.63	0.761666667
2003-03-31 19	3.175	1.968333333	2.121666667	17.1	0.74	0.765833333	0.754166667	0.6575	0.800833333	0.629166667	0.755
2003-03-31 20	3.22	2.099166667	2.061666667	17.125	0.690833333	0.74	0.77	0.685833333	0.7775	0.65	0.736666667
2003-03-31 21	3.21	2.1675	2.0075	17.23333333	0.6225	0.690833333	0.765833333	0.686666667	0.733333333	0.65	0.713333333
2003-03-31 22	3.205	2.200833333	1.971666667	17.9	0.646666667	0.6225	0.74	0.69	0.6575	0.66	0.684166667
2003-03-31 23	3.1625	2.15	2.085833333	18.75	0.6325	0.646666667	0.690833333	0.69	0.685833333	0.6575	0.669166667
2003-04-01 00	3.18	2.18	2.1075	19.54166667	0.6225	0.6325	0.6225	0.683333333	0.686666667	0.65	0.649166667
2003-04-01 01	3.2225	2.228333333	2.178333333	20.13333333	0.619166667	0.6225	0.646666667	0.671666667	0.69	0.638333333	0.5925
2003-04-01 02	3.3125	2.268333333	2.1975	20.2	0.6175	0.619166667	0.6325	0.6625	0.69	0.63	0.5575
2003-04-01 03	3.3425	2.260833333	2.161666667	20.73333333	0.616666667	0.6175	0.6225	0.66	0.683333333	0.624166667	0.575833333
2003-04-01 04	3.25	2.281666667	2.184166667	20.675	0.618333333	0.616666667	0.619166667	0.654166667	0.671666667	0.618333333	0.560833333
2003-04-01 05	3.285	2.2875	2.22	20.95833333	0.618333333	0.618333333	0.6175	0.658333333	0.6625	0.615833333	0.543333333
2003-04-01 06	3.2325	2.276666667	2.130833333	20.34166667	0.63	0.618333333	0.616666667	0.659166667	0.66	0.62	0.5625
2003-04-01 07	3.2925	2.300833333	2.046666667	19.525	0.654166667	0.63	0.618333333	0.675	0.654166667	0.633333333	0.594166667
2003-04-01 08	3.205	2.279166667	2.005	18.96666667	0.675	0.654166667	0.618333333	0.705	0.658333333	1.124166667	0.633333333
2003-04-01 09	3.375	2.200833333	1.974166667	18.61666667	0.699166667	0.675	0.63	0.726666667	0.659166667	0.686666667	0.664166667
2003-04-01 10	3.3275	2.124166667	1.945833333	18.30833333	0.710833333	0.699166667	0.654166667	0.7525	0.675	0.738333333	0.685833333
2003-04-01 11	3.3075	2.065	1.925	18.2	0.746666667	0.710833333	0.675	0.798333333	0.705	0.798333333	0.718333333
2003-04-01 12	3.22	2.013333333	1.968333333	18.03333333	0.7575	0.746666667	0.699166667	0.8	0.726666667	0.835	0.721666667
2003-04-01 13	3.34	1.971666667	2.099166667	18	0.77	0.7575	0.710833333	0.795833333	0.7525	0.846666667	0.741666667
2003-04-01 14	3.3625	2.04	2.1675	17.98333333	0.7725	0.77	0.746666667	0.775	0.798333333	0.829166667	0.749166667
2003-04-01 15	3.475	2.028333333	2.200833333	18.09166667	0.779166667	0.7725	0.7575	0.770833333	0.8	0.800833333	0.686666667
2003-04-01 16	3.3075	2.088333333	2.15	18.19166667	0.773333333	0.779166667	0.77	0.754166667	0.795833333	0.7775	0.689166667
2003-04-01 17	3.26	2.083333333	2.18	18.36666667	0.768333333	0.773333333	0.7725	0.77	0.775	0.733333333	0.681666667
2003-04-01 18	3.2675	2.125	2.228333333	18.56666667	0.761666667	0.768333333	0.779166667	0.765833333	0.770833333	0.6575	0.655
2003-04-01 19	3.2575	2.195833333	2.268333333	18.65	0.755	0.761666667	0.773333333	0.74	0.754166667	0.685833333	0.595
2003-04-01 20	3.2275	2.166666667	2.260833333	18.6	0.736666667	0.755	0.768333333	0.690833333	0.77	0.686666667	0.619166667
2003-04-01 21	3.205	2.0925	2.281666667	18.73333333	0.713333333	0.736666667	0.761666667	0.6225	0.765833333	0.69	0.613333333
2003-04-01 22	3.2725	2.015	2.2875	18.95833333	0.684166667	0.713333333	0.755	0.646666667	0.74	0.69	0.6
2003-04-01 23	3.2975	1.966666667	2.276666667	19.125	0.669166667	0.684166667	0.736666667	0.6325	0.690833333	0.683333333	0.589166667
2003-04-02 00	3.275	1.926666667	2.300833333	19.71666667	0.649166667	0.669166667	0.713333333	0.6225	0.6225	0.671666667	0.58
2003-04-02 01	3.2825	2.026666667	2.279166667	20.15833333	0.5925	0.649166667	0.684166667	0.619166667	0.646666667	0.6625	0.566666667
2003-04-02 02	3.155	2.106666667	2.200833333	20.59166667	0.5575	0.5925	0.669166667	0.6175	0.6325	0.66	0.555833333
2003-04-02 03	3.115	2.06	2.124166667	20.775	0.575833333	0.5575	0.649166667	0.616666667	0.6225	0.654166667	0.544166667
2003-04-02 04	3.0975	2.1325	2.065	21.45	0.560833333	0.575833333	0.5925	0.618333333	0.619166667	0.658333333	0.528333333
2003-04-02 05	3.1325	2.161666667	2.013333333	20.95833333	0.543333333	0.560833333	0.5575	0.618333333	0.6175	0.659166667	0.515
2003-04-02 06	3.1675	2.1825	1.971666667	21.025	0.5625	0.543333333	0.575833333	0.63	0.616666667	0.675	0.505
2003-04-02 07	3.2825	2.205	2.04	20.80833333	0.594166667	0.5625	0.560833333	0.654166667	0.618333333	0.705	0.498333333
2003-04-02 08	3.6625	2.214166667	2.028333333	20.53333333	0.633333333	0.594166667	0.543333333	0.675	0.618333333	0.726666667	0.490833333
2003-04-02 09	3.5525	2.225	2.088333333	20.34166667	0.664166667	0.633333333	0.5625	0.699166667	0.63	0.7525	0.485833333
2003-04-02 10	3.6225	2.204166667	2.083333333	20.175	0.685833333	0.664166667	0.594166667	0.710833333	0.654166667	0.798333333	0.481666667
2003-04-02 11	3.52	2.12	2.125	19.76666667	0.718333333	0.685833333	0.633333333	0.746666667	0.675	0.8	0.48
2003-04-02 12	3.6	2.055	2.195833333	19.59166667	0.721666667	0.718333333	0.664166667	0.7575	0.699166667	0.795833333	0.481666667
2003-04-02 13	3.5925	2.09	2.166666667	19.43333333	0.741666667	0.721666667	0.685833333	0.77	0.710833333	0.775	0.489166667
2003-04-02 14	3.6625	2.035	2.0925	19.30833333	0.749166667	0.741666667	0.718333333	0.7725	0.746666667	0.770833333	0.5025
2003-04-02 15	3.6875	1.995	2.015	19.15833333	0.686666667	0.749166667	0.721666667	0.779166667	0.7575	0.754166667	0.525833333
2003-04-02 16	3.73	1.955	1.966666667	19.04166667	0.689166667	0.686666667	0.741666667	0.773333333	0.77	0.77	0.54
2003-04-02 17	3.655	2.015	1.926666667	18.95	0.681666667	0.689166667	0.749166667	0.768333333	0.7725	0.765833333	0.535833333
2003-04-02 18	3.775	2.070833333	2.026666667	18.85	0.655	0.681666667	0.686666667	0.761666667	0.779166667	0.74	0.5375
2003-04-02 19	3.67	2.0525	2.106666667	18.8	0.595	0.655	0.689166667	0.755	0.773333333	0.690833333	0.528333333
2003-04-02 20	3.6825	2.125833333	2.06	18.73333333	0.619166667	0.595	0.681666667	0.736666667	0.768333333	0.6225	0.52
2003-04-02 21	3.79	2.165	2.1325	18.8	0.613333333	0.619166667	0.655	0.713333333	0.761666667	0.646666667	0.529166667
2003-04-02 22	3.7125	2.174166667	2.161666667	18.95833333	0.6	0.613333333	0.595	0.684166667	0.755	0.6325	0.531666667
2003-04-02 23	3.72	2.063333333	2.1825	19.14166667	0.589166667	0.6	0.619166667	0.669166667	0.736666667	0.6225	0.523333333
2003-04-03 00	3.685	2	2.205	19.65833333	0.58	0.589166667	0.613333333	0.649166667	0.713333333	0.619166667	0.514166667
2003-04-03 01	3.7975	1.964166667	2.214166667	20.55833333	0.566666667	0.58	0.6	0.5925	0.684166667	0.6175	0.503333333
2003-04-03 02	3.7425	1.933333333	2.225	21.44166667	0.555833333	0.566666667	0.589166667	0.5575	0.669166667	0.616666667	0.5
2003-04-03 03	3.7275	2.066666667	2.204166667	20.86666667	0.544166667	0.555833333	0.58	0.575833333	0.649166667	0.618333333	0.498333333
2003-04-03 04	3.8175	2.101666667	2.12	21.48333333	0.528333333	0.544166667	0.566666667	0.560833333	0.5925	0.618333333	0.489166667
2003-04-03 05	4.1675	2.179166667	2.055	21.49166667	0.515	0.528333333	0.555833333	0.543333333	0.5575	0.63	0.483333333
2003-04-03 06	3.775	2.239166667	2.09	20.96666667	0.505	0.515	0.544166667	0.5625	0.575833333	0.654166667	0.478333333
2003-04-03 07	3.7825	2.22	2.035	20.35	0.498333333	0.505	0.528333333	0.594166667	0.560833333	0.675	0.4675
2003-04-03 08	3.845	2.279166667	1.995	19.9	0.490833333	0.498333333	0.515	0.633333333	0.543333333	0.699166667	0.459166667
2003-04-03 09	3.7875	2.2875	1.955	19.70833333	0.485833333	0.490833333	0.505	0.664166667	0.5625	0.710833333	0.460833333
2003-04-03 10	3.8725	2.298333333	2.015	19.425	0.481666667	0.485833333	0.498333333	0.685833333	0.594166667	0.746666667	0.46
2003-04-03 11	3.7175	2.328333333	2.070833333	18.925	0.48	0.481666667	0.490833333	0.718333333	0.633333333	0.7575	0.49
2003-04-03 12	3.74	2.301666667	2.0525	18.40833333	0.481666667	0.48	0.485833333	0.721666667	0.664166667	0.77	0.51
2003-04-03 13	3.7275	2.2475	2.125833333	18.00833333	0.489166667	0.481666667	0.481666667	0.741666667	0.685833333	0.7725	0.494166667
2003-04-03 14	3.78	2.230833333	2.165	18.10833333	0.5025	0.489166667	0.48	0.749166667	0.718333333	0.779166667	0.5875
2003-04-03 15	3.835	2.280833333	2.174166667	17.91666667	0.525833333	0.5025	0.481666667	0.686666667	0.721666667	0.773333333	0.63
2003-04-03 16	3.8125	2.209166667	2.063333333	17.76666667	0.54	0.525833333	0.489166667	0.689166667	0.741666667	0.768333333	0.62
2003-04-03 17	4.085	2.1375	2	17.7	0.535833333	0.54	0.5025	0.681666667	0.749166667	0.761666667	0.613333333
2003-04-03 18	3.735	2.106666667	1.964166667	17.59166667	0.5375	0.535833333	0.525833333	0.655	0.686666667	0.755	0.570833333
2003-04-03 19	3.725	2.0725	1.933333333	17.43333333	0.528333333	0.5375	0.54	0.595	0.689166667	0.736666667	0.570833333
2003-04-03 20	3.725	2.035833333	2.066666667	17.2	0.52	0.528333333	0.535833333	0.619166667	0.681666667	0.713333333	0.58
2003-04-03 21	3.64	2.019166667	2.101666667	17.49166667	0.529166667	0.52	0.5375	0.613333333	0.655	0.684166667	0.588333333
2003-04-03 22	3.84	2.1725	2.179166667	18.025	0.531666667	0.529166667	0.528333333	0.6	0.595	0.669166667	0.5975
2003-04-03 23	3.72	2.165	2.239166667	18.53333333	0.523333333	0.531666667	0.52	0.589166667	0.619166667	0.649166667	0.588333333
2003-04-04 00	3.71	2.119166667	2.22	19.06666667	0.514166667	0.523333333	0.529166667	0.58	0.613333333	0.5925	0.58
2003-04-04 01	3.9375	2.034166667	2.279166667	19.7	0.503333333	0.514166667	0.531666667	0.566666667	0.6	0.5575	0.569166667
2003-04-04 02	3.835	1.998333333	2.2875	19.99166667	0.5	0.503333333	0.523333333	0.555833333	0.589166667	0.575833333	0.559166667
2003-04-04 03	3.97	2.05	2.298333333	20.225	0.498333333	0.5	0.514166667	0.544166667	0.58	0.560833333	0.549166667
2003-04-04 04	3.9325	1.965833333	2.328333333	20.38333333	0.489166667	0.498333333	0.503333333	0.528333333	0.566666667	0.543333333	0.540833333
2003-04-04 05	3.905	1.9175	2.301666667	20.4	0.483333333	0.489166667	0.5	0.515	0.555833333	0.5625	0.535
2003-04-04 06	3.77	1.873333333	2.2475	20.19166667	0.478333333	0.483333333	0.498333333	0.505	0.544166667	0.594166667	0.521666667
2003-04-04 07	3.8425	1.866666667	2.230833333	19.45833333	0.4675	0.478333333	0.489166667	0.498333333	0.528333333	0.633333333	0.511666667
2003-04-04 08	3.855	2.0125	2.280833333	18.74166667	0.459166667	0.4675	0.483333333	0.490833333	0.515	0.664166667	0.514166667
2003-04-04 09	3.6525	2.053333333	2.209166667	18.54166667	0.460833333	0.459166667	0.478333333	0.485833333	0.505	0.685833333	0.518333333
2003-04-04 10	3.8425	2.115833333	2.1375	18.35	0.46	0.460833333	0.4675	0.481666667	0.498333333	0.718333333	0.5325
